name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
ANTA womens 26287-20746 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/611y1BfPtzL._AC_UL320_.jpg,https://www.amazon.in/Ipanema-130445-Wave-Art-White/dp/B07N1D9SPL/ref=sr_1_10229?qid=1679211574&s=shoes&sr=1-10229,5.0,2,₹909,"₹1,299"
crocs Men's Clog,women's shoes,Shoes,https://m.media-amazon.com/images/I/717ysJ3ZghL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Ralen-Clogs-M12-15907/dp/B00E3X01E0/ref=sr_1_10230?qid=1679211574&s=shoes&sr=1-10230,3.9,"24,171",,"₹2,495"
Flow Shoes Slip On Sneakers for Women Loafers for Women Dressy Comfortable Chunky Crystal Slip-on Round Toe Comfortable Sh...,women's shoes,Shoes,https://m.media-amazon.com/images/I/81bUQn7ReyL._AC_UL320_.jpg,https://www.amazon.in/Sneakers-Loafers-Comfortable-Crystal-Numeric_6/dp/B0BX3GK4QC/ref=sr_1_10231?qid=1679211574&s=shoes&sr=1-10231,,,₹435,₹999
"RSK ETHNIC WEAR, Women's Golden Color Solid with Aari Work PU Jutti with Soft Leather and Double Padded Cushion Embroidere...",women's shoes,Shoes,https://m.media-amazon.com/images/I/61EZm9ExqSL._AC_UL320_.jpg,https://www.amazon.in/RSK-ETHNIC-WEAR-Embroidered-Traditional/dp/B0BTJ6KWKJ/ref=sr_1_10232?qid=1679211574&s=shoes&sr=1-10232,,,₹899,"₹1,699"
Women's Casual Plain Belly,women's shoes,Shoes,https://m.media-amazon.com/images/I/61MmnOMBmBL._AC_UL320_.jpg,https://www.amazon.in/Womens-Casual-Plain-Belly-Numeric_6/dp/B0BT4VX98Z/ref=sr_1_10233?qid=1679211574&s=shoes&sr=1-10233,4.3,4,₹449,₹899
Adidas Women's Spright W Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/719tQrnUuUL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Women-Synthetics-Spright-Swimming/dp/B0BJ9JF211/ref=sr_1_10234?qid=1679211574&s=shoes&sr=1-10234,,,"₹1,396","₹1,999"
Vans Womens Wm Doheny Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/81Q3oQUlaxL._AC_UL320_.jpg,https://www.amazon.in/Vans-Womens-Doheny-Sneaker-71002932/dp/B09XHLZG9T/ref=sr_1_10235?qid=1679211574&s=shoes&sr=1-10235,5.0,1,"₹3,090","₹4,299"
Denill Women Stylish Slip On Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/41AHFLuNsaL._AC_UL320_.jpg,https://www.amazon.in/Denill-Women-Stylish-Slip-Slipper/dp/B09TW7FP2Q/ref=sr_1_10236?qid=1679211574&s=shoes&sr=1-10236,3.3,18,₹249,"₹1,499"
"AEROWALK WOMEN FLAT FOOT PAIN RELIEF SLIPPER (COPPER, numeric_5)",women's shoes,Shoes,https://m.media-amazon.com/images/I/51Yde7FzSuL._AC_UL320_.jpg,https://www.amazon.in/AEROWALK-RELIEF-SLIPPER-COPPER-numeric_5/dp/B09SQ8Y1PK/ref=sr_1_10237?qid=1679211574&s=shoes&sr=1-10237,4.0,1,₹389,₹495
crocs unisex-adult Bayaband Clog ELECTRIC PINK Clog - 11 UK Men/ 12 UK Women (M12W14) (205089-6QQ),women's shoes,Shoes,https://m.media-amazon.com/images/I/61uPe2xtsnL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Adults-Bayaband-Clogs-M12-205089-6QQ/dp/B08LK1DXFS/ref=sr_1_10238?qid=1679211574&s=shoes&sr=1-10238,3.1,7,"₹1,747","₹3,495"
Women's Fashion Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61gBNXcOshS._AC_UL320_.jpg,https://www.amazon.in/Womens-Red-Fashion-Sandal-UK/dp/B08F5F9KMW/ref=sr_1_10239?qid=1679211574&s=shoes&sr=1-10239,3.8,364,₹404,₹999
PrasKing Stylish Premium Top Lazer Star Sneaker Shoes for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61xa2wut8HL._AC_UL320_.jpg,https://www.amazon.in/PrasKing-Stylish-Premium-Lazer-Sneaker/dp/B07MM4JN6K/ref=sr_1_10240?qid=1679211574&s=shoes&sr=1-10240,3.5,96,₹536,₹999
"FABY CARRY Women's Fashion Slippers | Lightweight, Comfortable & Trendy Flat Sandals",women's shoes,Shoes,https://m.media-amazon.com/images/I/5169XrLT2PL._AC_UL320_.jpg,https://www.amazon.in/Fashion-Slippers-Lightweight-Comfortable-Sandals/dp/B0BXDJFLBS/ref=sr_1_10241?qid=1679211574&s=shoes&sr=1-10241,,,,
ORTHO JOY Fancy doctor Sandals|| Stylish Casual slippers for women,women's shoes,Shoes,https://m.media-amazon.com/images/I/51ln3JcTiBL._AC_UL320_.jpg,https://www.amazon.in/ORTHO-JOY-Sandals-Stylish-slippers/dp/B0B6FTQZFT/ref=sr_1_10242?qid=1679211574&s=shoes&sr=1-10242,4.2,4,₹799,₹999
Skechers Womens GO Run Fast - Rapid Black/White Running Shoes -5 UK (8 US) (17616),women's shoes,Shoes,https://m.media-amazon.com/images/I/610ADplbbRL._AC_UL320_.jpg,https://www.amazon.in/Skechers-GO-Run-Fast-Rapid-Womens-Shoes-17616-BKW-BLACK/dp/B0B1HX8RN9/ref=sr_1_10243?qid=1679211574&s=shoes&sr=1-10243,4.0,2,"₹3,241","₹6,499"
Hush Puppies Womens Dorri Qtr Strap Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/51btjJWeI0L._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Womens-6641814-Silver/dp/B09ZV2PY3T/ref=sr_1_10244?qid=1679211574&s=shoes&sr=1-10244,5.0,1,,"₹5,999"
CULTCODE Women's Embellished Rhinestone Toe-Ring Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/713k+sXRiSL._AC_UL320_.jpg,https://www.amazon.in/CULTCODE-Womens-Embellished-Rhinestone-Toe-Ring/dp/B09MNGFGL6/ref=sr_1_10245?qid=1679211574&s=shoes&sr=1-10245,3.1,19,₹499,"₹1,499"
Delize Womens Black Boots 61651,women's shoes,Shoes,https://m.media-amazon.com/images/I/71hVxRpJw9L._AC_UL320_.jpg,https://www.amazon.in/Delize-Womens-Black-Boots-61651/dp/B09MMTNW7N/ref=sr_1_10246?qid=1679211574&s=shoes&sr=1-10246,,,"₹4,099","₹9,999"
Liberty Women's Mmj-101 Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/61To+RbSnYL._AC_UL320_.jpg,https://www.amazon.in/Liberty-Womens-Mmj-101-Slippers-7-50041722/dp/B08DS46N4S/ref=sr_1_10247?qid=1679211574&s=shoes&sr=1-10247,3.7,18,,₹799
Puma Women's Ronni V4 Gu Idp Flip Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/51NksK03KqL._AC_UL320_.jpg,https://www.amazon.in/Puma-Ronni-IDP-Flip-Flop/dp/B085YB5LPB/ref=sr_1_10248?qid=1679211574&s=shoes&sr=1-10248,3.0,5,₹434,₹899
Ajanta Women's Classy Sandal Slippers - Brown,women's shoes,Shoes,https://m.media-amazon.com/images/I/71IN8oq4kIL._AC_UL320_.jpg,https://www.amazon.in/Ajanta-Womens-Classy-Sandal-Slippers/dp/B084MDBD4X/ref=sr_1_10249?qid=1679211574&s=shoes&sr=1-10249,,,₹495,₹639
Nike Girls W React Infinity Run Fk Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/81oAxPgKm6L._AC_UL320_.jpg,https://www.amazon.in/Nike-Infinity-Flyknit-Shoes-7-CD4372-501/dp/B082PJXJQN/ref=sr_1_10250?qid=1679211574&s=shoes&sr=1-10250,4.2,91,,"₹13,995"
Puma Women's Vikky Ribbon S Peach Leather Sneakers-5 UK/India (38 EU) (36641603),women's shoes,Shoes,https://m.media-amazon.com/images/I/51L8ILerItL._AC_UL320_.jpg,https://www.amazon.in/Puma-One8-Forest-Night-White/dp/B07GZKPPYJ/ref=sr_1_10251?qid=1679211574&s=shoes&sr=1-10251,4.0,10,₹259,₹499
Liberty Women's Laf-0148 Flip Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/71WQupnB9CL._AC_UL320_.jpg,https://www.amazon.in/Senorita-Womens-LAF-0148-Slippers-6-5-5004496170400/dp/B0759KJ6X7/ref=sr_1_10252?qid=1679211574&s=shoes&sr=1-10252,3.6,64,₹835,"₹1,099"
THE ALL WAY Women'S Solid Boots Boots For Women Shoes Ladies Rain Platform Heel High Winter (1279_Boots),women's shoes,Shoes,https://m.media-amazon.com/images/I/61oRaIaEwbL._AC_UL320_.jpg,https://www.amazon.in/ALL-WAY-WomenS-Platform-1279_Boots_Brown_39/dp/B0BSFBPJNF/ref=sr_1_10253?qid=1679211574&s=shoes&sr=1-10253,,,₹499,₹999
XE Looks 100% Vegan Leather & Trendy Boots for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/71yJYRG1O7L._AC_UL320_.jpg,https://www.amazon.in/XE-Looks-Vegan-Leather-Trendy/dp/B0BPH7Q95V/ref=sr_1_10254?qid=1679211574&s=shoes&sr=1-10254,2.0,1,₹598,"₹1,499"
BATA Womens Becca Sandal E Red Sandal - 4 UK (5615234),women's shoes,Shoes,https://m.media-amazon.com/images/I/81W5A-P5uCL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Becca-Sandal-Red/dp/B0BHWV16Y5/ref=sr_1_10255?qid=1679211574&s=shoes&sr=1-10255,,,₹739,₹999
Power Womens Emma Peach Sneaker - 5 UK (5595629),women's shoes,Shoes,https://m.media-amazon.com/images/I/61UQpuFK9EL._AC_UL320_.jpg,https://www.amazon.in/Power-Womens-Emma-Peach-Sneaker/dp/B0BGM43218/ref=sr_1_10256?qid=1679211574&s=shoes&sr=1-10256,,,,"₹1,499"
Metro Women's Synthetic Sandals (41-4065),women's shoes,Shoes,https://m.media-amazon.com/images/I/618r+9LlzaL._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Synthetic-Sandals-41-4065/dp/B09X79LTZQ/ref=sr_1_10257?qid=1679211574&s=shoes&sr=1-10257,,,"₹1,014","₹1,690"
layasa Women's Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/81+oBu05nCL._AC_UL320_.jpg,https://www.amazon.in/Layasa-Womens-Flip-Flops-BLACK-numeric_4/dp/B09B2H9VZC/ref=sr_1_10258?qid=1679211574&s=shoes&sr=1-10258,3.2,5,₹249,₹999
Colo Women and Girls Stylish Wedges,women's shoes,Shoes,https://m.media-amazon.com/images/I/614noxrCYbL._AC_UL320_.jpg,https://www.amazon.in/Colo-Women-Stylish-Wedges-P-5/dp/B09278B9VJ/ref=sr_1_10259?qid=1679211574&s=shoes&sr=1-10259,3.6,376,₹399,₹999
Fit O Fit Women's Lightweight Orthopedic Flip Flop Slipper/Chappal [Black],women's shoes,Shoes,https://m.media-amazon.com/images/I/81D9uvpW73L._AC_UL320_.jpg,https://www.amazon.in/Fit-Chappal-Doctor-Slipper-numeric_8/dp/B08XPB28NQ/ref=sr_1_10260?qid=1679211574&s=shoes&sr=1-10260,4.3,16,₹399,₹499
Puma Women's Platform Slide WNS Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61C5EesMkCL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Platform-White-Puma-36612108/dp/B07DC75TGQ/ref=sr_1_10261?qid=1679211574&s=shoes&sr=1-10261,3.6,36,"₹1,889","₹3,499"
Aerowalk womens 08dh Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/71lRvwW+gGL._AC_UL320_.jpg,https://www.amazon.in/Aerowalk-08DH-Womens-COPPER-Slipper/dp/B0BK1TFRS2/ref=sr_1_10262?qid=1679211574&s=shoes&sr=1-10262,,,,₹329
Carlton London womens Cll-6989 Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/71u2414XkTL._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-Sandal-3-CLL-6989/dp/B0B634Q8J9/ref=sr_1_10263?qid=1679211574&s=shoes&sr=1-10263,,,₹838,"₹1,995"
"BATA Women's Sneaker, Red, 3 UK",women's shoes,Shoes,https://m.media-amazon.com/images/I/51R6Z9x0qBL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Sneaker-Red-UK/dp/B0B1PVWJB1/ref=sr_1_10264?qid=1679211574&s=shoes&sr=1-10264,3.0,2,₹227.84,₹399
ZAPATOZ Women's Casual Latest Party/Wear Wedges,women's shoes,Shoes,https://m.media-amazon.com/images/I/61O5GcaMywL._AC_UL320_.jpg,https://www.amazon.in/ZAPATOZ-Womens-Casual-Latest-Wedges/dp/B09ST7HGSQ/ref=sr_1_10265?qid=1679211574&s=shoes&sr=1-10265,3.7,7,₹662,"₹1,995"
Munrofit Casual Mid Heel Women Footwear,women's shoes,Shoes,https://m.media-amazon.com/images/I/71es+lvKBYL._AC_UL320_.jpg,https://www.amazon.in/Munrofit-Casual-Heel-Women-Footwear/dp/B08XJZDGQ5/ref=sr_1_10266?qid=1679211574&s=shoes&sr=1-10266,4.2,4,₹649,"₹1,000"
Aerosoft Women's FLIP-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/61rwq5gZT2L._AC_UL320_.jpg,https://www.amazon.in/Aerosoft-Womens-Brown-PU-Slippers/dp/B0747KW7HW/ref=sr_1_10267?qid=1679211574&s=shoes&sr=1-10267,4.5,28,,₹789
Max Womens Su20wfba2001a Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/41+Wq8kCE8L._AC_UL320_.jpg,https://www.amazon.in/Max-Womens-Black-Sandal-SU20WFBA2001ABLACK/dp/B09H2X7TDG/ref=sr_1_10268?qid=1679211574&s=shoes&sr=1-10268,4.0,1,₹461,₹599
Rubi Womens Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/717qD3SYSgL._AC_UL320_.jpg,https://www.amazon.in/Rubi-Black-Twill-Sneakers-423726-07-40/dp/B08PDYDJMT/ref=sr_1_10269?qid=1679211574&s=shoes&sr=1-10269,1.0,1,,
PARAGON Women's Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/61o5bua1aLL._AC_UL320_.jpg,https://www.amazon.in/PARAGON_SHOES-Womens-Pink-Flip-Flops-4-PU7400L-Pink/dp/B07W616JGH/ref=sr_1_10270?qid=1679211574&s=shoes&sr=1-10270,3.8,185,,₹229
COMMANDER:Premium Classic High Ankle Casual Boot/Sneakers for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/41iGn6woIuL._AC_UL320_.jpg,https://www.amazon.in/Commander-Womens-Black-Boots-6-703/dp/B07MGJRCGS/ref=sr_1_10271?qid=1679211574&s=shoes&sr=1-10271,3.3,53,₹639,₹999
Aerofast PU Casual Slippers for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/714cqFGlbZL._AC_UL320_.jpg,https://www.amazon.in/Aerofast-Black-Casual-LA0864-Slippers/dp/B0B9SQ4D2K/ref=sr_1_10272?qid=1679211574&s=shoes&sr=1-10272,,,₹539,₹789
"GLOSS Women's Fashionable, Soft & Comfortable Casual Block Heel Sandals (2503)",women's shoes,Shoes,https://m.media-amazon.com/images/I/614Kd2T4TWL._AC_UL320_.jpg,https://www.amazon.in/GLOSS-Womens-Fashionable-Comfortable-Sandals/dp/B0BV7727H9/ref=sr_1_10465?qid=1679211577&s=shoes&sr=1-10465,,,₹919,"₹1,999"
Metro Women Block Heel Fashion Slip-on,women's shoes,Shoes,https://m.media-amazon.com/images/I/51I4P+0NZSL._AC_UL320_.jpg,https://www.amazon.in/Metro-Women-Block-Fashion-Slip/dp/B0BQHPKDV9/ref=sr_1_10466?qid=1679211577&s=shoes&sr=1-10466,,,"₹1,099","₹1,690"
Respiro womens Brown Women's Wedge Heels Sandal Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/81QwftYOonL._AC_UL320_.jpg,https://www.amazon.in/Respiro-Womens-Heeled-Sandal-8-RES-NI-W-10/dp/B0B9NWBLX1/ref=sr_1_10467?qid=1679211577&s=shoes&sr=1-10467,3.5,3,₹679,"₹1,899"
Phonolite daily use printed flip flop hawai slipper for women pack of 2 multicolor,women's shoes,Shoes,https://m.media-amazon.com/images/I/61dJwUjTkmL._AC_UL320_.jpg,https://www.amazon.in/Phonolite-daily-printed-slipper-multicolor/dp/B0B8HV5JD2/ref=sr_1_10468?qid=1679211577&s=shoes&sr=1-10468,,,₹189,₹499
Khadim's Ballerina for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/71fRGwIJQeL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Rose-Gold-Ballerina-Women/dp/B0B6CNWWRB/ref=sr_1_10469?qid=1679211577&s=shoes&sr=1-10469,,,₹562,₹749
Digni Women Wedges Sandals Comfortable and Stylish Sandal Wedges.,women's shoes,Shoes,https://m.media-amazon.com/images/I/51a+j2giF2L._AC_UL320_.jpg,https://www.amazon.in/Digni-D-AK4-Women-Wedges-Sandal/dp/B0B1XGB7QJ/ref=sr_1_10470?qid=1679211577&s=shoes&sr=1-10470,4.0,4,₹449,₹999
Furiozz Amazing Design Women's Ankle Length Heel Boots For Women's And Girls|Office Wear| Casual Wear Boots Zip06,women's shoes,Shoes,https://m.media-amazon.com/images/I/71n8IIXrPkL._AC_UL320_.jpg,https://www.amazon.in/Furiozz-Amazing-Design-Womens-Zip06-Brown-36/dp/B09ZV9DQ6H/ref=sr_1_10471?qid=1679211577&s=shoes&sr=1-10471,3.5,5,₹789,₹999
Adidas Womens Courtpoint Tennis Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/51vmOWiuzXL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Womens-Iridescent-Almost-Courtpoint/dp/B09N3MY5DN/ref=sr_1_10472?qid=1679211577&s=shoes&sr=1-10472,4.9,14,"₹3,624","₹4,999"
Carlton London womens Cll-6059 Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/718s8Xo0iCL._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-CLL-6059-Slingback/dp/B09CGMZ8HX/ref=sr_1_10473?qid=1679211577&s=shoes&sr=1-10473,4.1,159,₹515,₹995
Zeenat Fashion Women and Girls Cassual Formals Block Heel Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/31uSUhaQTES._AC_UL320_.jpg,https://www.amazon.in/Zeenat-Fashion-Cassual-Formals-Sandals/dp/B099NR1M8F/ref=sr_1_10474?qid=1679211577&s=shoes&sr=1-10474,3.3,556,₹499,₹999
Catwalk Women's Buckle Studded Slides Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/51XXJi5DquL._AC_UL320_.jpg,https://www.amazon.in/Catwalk-Womens-Studded-Slipper-4867c/dp/B095SRVLG2/ref=sr_1_10475?qid=1679211577&s=shoes&sr=1-10475,3.2,6,₹899,"₹2,495"
Fit O Fit Super Soft Doctor Ortho Care Flat Orthopaedic Comfort DR. Slipper for Women's and Girl's,women's shoes,Shoes,https://m.media-amazon.com/images/I/71uFA1UXKsL._AC_UL320_.jpg,https://www.amazon.in/Fit-Slipper-Orthopaedic-Comfort-Numeric_5/dp/B08KGM4MD5/ref=sr_1_10476?qid=1679211577&s=shoes&sr=1-10476,3.9,41,,₹499
WMK Comfortable Slipper flip-Flop Foam Wedge Block Heels for Women [Zari],women's shoes,Shoes,https://m.media-amazon.com/images/I/41bEhgnO69L._AC_UL320_.jpg,https://www.amazon.in/WMK-Comfortable-Casual-Slipper-flip-Flop/dp/B08D66XYNK/ref=sr_1_10477?qid=1679211577&s=shoes&sr=1-10477,3.2,53,₹300,₹799
Global Art Women's/Girls Stylish Fancy & Comfortable Slip-On Flats/Sandals Plain,women's shoes,Shoes,https://m.media-amazon.com/images/I/71-f6O1hJhL._AC_UL320_.jpg,https://www.amazon.in/Global-Stylish-Comfortable-Sandals-numeric_5/dp/B0BWJW69RW/ref=sr_1_10478?qid=1679211577&s=shoes&sr=1-10478,,,₹249,"₹1,299"
Ladies PVC Bellies 100% Washable and Waterproof Multicolur (Pack of 3),women's shoes,Shoes,https://m.media-amazon.com/images/I/61Kb7yjh-2L._AC_UL320_.jpg,https://www.amazon.in/Washable-Waterproof-Multicolur-Numeric_4-Multicolour/dp/B0BSYF7W3G/ref=sr_1_10479?qid=1679211577&s=shoes&sr=1-10479,,,₹749,"₹1,500"
Da Naturo Italy Comfort Claudia ladies Slippers (Military),women's shoes,Shoes,https://m.media-amazon.com/images/I/51hwT3KPCML._AC_UL320_.jpg,https://www.amazon.in/Naturo-Comfort-Claudia-Slippers-Military/dp/B0B5LPFRVY/ref=sr_1_10480?qid=1679211577&s=shoes&sr=1-10480,,,,₹525
Shezone Peach colour synthetic material flats for women::SBD6023_Peach,women's shoes,Shoes,https://m.media-amazon.com/images/I/61Ne-EwpivL._AC_UL320_.jpg,https://www.amazon.in/Shezone-Peach-colour-synthetic-material/dp/B091FW5S5S/ref=sr_1_10481?qid=1679211577&s=shoes&sr=1-10481,4.5,5,₹499,₹999
Carlton London Women Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/51zn+GpiJgL._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Fashion-Sandals-7-CLL-4741CORAL/dp/B07M5F2N98/ref=sr_1_10482?qid=1679211577&s=shoes&sr=1-10482,3.1,21,₹997,"₹2,695"
Walkway Women's Black Fashion Sandals-3 UK (36 EU) (33-247),women's shoes,Shoes,https://m.media-amazon.com/images/I/71mJUTsvOBL._AC_UL320_.jpg,https://www.amazon.in/Walkway-Women-Black-Synthetic-Euro36/dp/B079DRW2H5/ref=sr_1_10483?qid=1679211577&s=shoes&sr=1-10483,5.0,2,,₹499
Clarks Women's Mckella Brynn Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/71nL6VQD4DL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Womens-Mckella-Brynn-Sneakers/dp/B01JJAYEA8/ref=sr_1_10484?qid=1679211577&s=shoes&sr=1-10484,4.3,6,"₹2,750","₹5,499"
Campus Women's Camp-Ruby Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71EDPA6dxXL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Camp-Ruby-Running-L-Peach/dp/B0BL7KBQ9S/ref=sr_1_10485?qid=1679211577&s=shoes&sr=1-10485,,,"₹1,249","₹1,399"
inblu womens Mr50 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/41mjfQtRJaL._AC_UL320_.jpg,https://www.amazon.in/inblu-MR50-Inblu-Womens-Slipper/dp/B0BK1TF94P/ref=sr_1_10486?qid=1679211577&s=shoes&sr=1-10486,,,,₹399
Sanextra Women Polyurethane (PU) Heels Fashionable And Comfortable Braided Heel Sandals For Women And Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/51vD6FX3xUL._AC_UL320_.jpg,https://www.amazon.in/Sanextra-Women-White-Heels-Sandal/dp/B0B1PXCBCZ/ref=sr_1_10487?qid=1679211577&s=shoes&sr=1-10487,3.0,30,,
MYRA Women's Solid Shimmer Accent Toe-strap Flats - MS1417C,women's shoes,Shoes,https://m.media-amazon.com/images/I/719OwgUAAFL._AC_UL320_.jpg,https://www.amazon.in/MYRA-Womens-Shimmer-Accent-Toe-strap/dp/B09W31GC4F/ref=sr_1_10488?qid=1679211577&s=shoes&sr=1-10488,3.6,9,₹319,₹899
"TRASE Women's Ballet Flats | Faux Leather, Fancy Bow, Comfortable and Stylish, Slip-on Mule Shoes | for Daily Casual Wear...",women's shoes,Shoes,https://m.media-amazon.com/images/I/61sb0UAcpmL._AC_UL320_.jpg,https://www.amazon.in/TRASE-Leather-Comfortable-Occasions-Girls-Black/dp/B09VKN2G11/ref=sr_1_10489?qid=1679211577&s=shoes&sr=1-10489,4.0,8,₹649,"₹1,799"
Red Tape Women's Walking Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61hJQgGSVaL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Women-Multi-Walking/dp/B09SJ38VTN/ref=sr_1_10490?qid=1679211577&s=shoes&sr=1-10490,4.0,113,"₹1,515","₹6,099"
WMK Rain Shoes Sky Blue Casual Shoes for Women�| Casual Style | Trending Shoes for Girl's | Light Weight Breathable Walkin...,women's shoes,Shoes,https://m.media-amazon.com/images/I/61LXvyBDe6L._AC_UL320_.jpg,https://www.amazon.in/WMK-Casual-Trending-Breathable-Walking/dp/B09BRS1LV7/ref=sr_1_10491?qid=1679211577&s=shoes&sr=1-10491,4.0,248,₹439,₹999
FASHIMO Womens Flip-Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/71ukyPQicjL._AC_UL320_.jpg,https://www.amazon.in/FASHIMO-Emoji-Blackk-37-Womens-Flip-Flop/dp/B0917CDLPY/ref=sr_1_10492?qid=1679211577&s=shoes&sr=1-10492,3.5,10,₹439,₹999
Mochi Womens Synthetic Loafers,women's shoes,Shoes,https://m.media-amazon.com/images/I/71mxSUBqy6L._AC_UL320_.jpg,https://www.amazon.in/Mochi-Women-Synthetic-Loafers-31-9140-11-40/dp/B07YNVTPCZ/ref=sr_1_10493?qid=1679211577&s=shoes&sr=1-10493,3.8,38,,"₹2,690"
Khadim's Women's Fashion Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61m1eiBgq6L._AC_UL320_.jpg,https://www.amazon.in/Khadims-Women-Casual-Slip-Sandal/dp/B07XWF75LV/ref=sr_1_10494?qid=1679211577&s=shoes&sr=1-10494,3.9,45,,₹649
Aerofast PU Casual Slippers for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/71Q6OVUrhiL._AC_UL320_.jpg,https://www.amazon.in/Aerofast-Brown-Casual-LA0877-Slippers/dp/B09Q345RPH/ref=sr_1_10495?qid=1679211577&s=shoes&sr=1-10495,2.1,4,₹499,₹789
Shoetopia Girls Stylish Trending Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/71gebdy7YPL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Womens-Stylish-Trending-MF-0014/dp/B09MN75W3C/ref=sr_1_10496?qid=1679211577&s=shoes&sr=1-10496,3.8,13,,₹499
Padvesh Women?s Synthetic Comfortable Casual Toe Ring Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/71Y9jgSO0yL._AC_UL320_.jpg,https://www.amazon.in/Padvesh-Women%EF%BF%BDs-Synthetic-Comfortable-Casual/dp/B08KQG1H9X/ref=sr_1_10497?qid=1679211577&s=shoes&sr=1-10497,4.0,8,₹379,₹799
Clarks Women's Wedge Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/71UwlpAAcwL._AC_UL320_.jpg,https://www.amazon.in/Clarks-261581364-Giselle-Cove-Sand/dp/B08CBF2M5L/ref=sr_1_10498?qid=1679211577&s=shoes&sr=1-10498,4.4,111,"₹3,250","₹6,499"
Birde Premium Sports Shoes for Women-BRD-785_Main,women's shoes,Shoes,https://m.media-amazon.com/images/I/81y7YaoE57L._AC_UL320_.jpg,https://www.amazon.in/Birde-Premium-Sports-Shoes-Women/dp/B0B7K2M19K/ref=sr_1_10499?qid=1679211577&s=shoes&sr=1-10499,3.5,19,₹399,₹999
Aqualite Women Trending slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/51xrcnr8UjL._AC_UL320_.jpg,https://www.amazon.in/Aqualite-LFF00027L-Women-Trending-slipper/dp/B09ZQT1YRD/ref=sr_1_10500?qid=1679211577&s=shoes&sr=1-10500,,,₹388,₹409
